"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"94 years"	"94"	21	Not Applicable	Not Applicable
	"1999"	"1999"	"95 years"	"95"	17	Not Applicable	Not Applicable
	"1999"	"1999"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"1999"	"1999"	"97 years"	"97"	8	Not Applicable	Not Applicable
	"1999"	"1999"	"98 years"	"98"	3	Not Applicable	Not Applicable
	"1999"	"1999"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"1999"	"1999"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"1999"	"1999"	"Not Stated"	"NS"	16	Not Applicable	Not Applicable
"Total"	"1999"	"1999"			29429	279040168	10.5
	"2000"	"2000"	"7 years"	"7"	1	4118147	Unreliable
	"2000"	"2000"	"8 years"	"8"	1	4179230	Unreliable
	"2000"	"2000"	"9 years"	"9"	5	4267320	Unreliable
	"2000"	"2000"	"10 years"	"10"	14	4274056	Unreliable
	"2000"	"2000"	"11 years"	"11"	24	4115093	0.6
	"2000"	"2000"	"12 years"	"12"	43	4075842	1.1
	"2000"	"2000"	"13 years"	"13"	94	4010850	2.3
	"2000"	"2000"	"14 years"	"14"	125	4052231	3.1
	"2000"	"2000"	"15 years"	"15"	185	4019404	4.6
	"2000"	"2000"	"16 years"	"16"	281	3975021	7.1
	"2000"	"2000"	"17 years"	"17"	321	4046012	7.9
	"2000"	"2000"	"18 years"	"18"	408	4051598	10.1
	"2000"	"2000"	"19 years"	"19"	436	4127855	10.6
	"2000"	"2000"	"20 years"	"20"	476	4049448	11.8
	"2000"	"2000"	"21 years"	"21"	507	3841082	13.2
	"2000"	"2000"	"22 years"	"22"	475	3758648	12.6
	"2000"	"2000"	"23 years"	"23"	472	3673582	12.8
	"2000"	"2000"	"24 years"	"24"	455	3641241	12.5
	"2000"	"2000"	"25 years"	"25"	458	3744539	12.2
	"2000"	"2000"	"26 years"	"26"	433	3619660	12.0
	"2000"	"2000"	"27 years"	"27"	477	3789800	12.6
	"2000"	"2000"	"28 years"	"28"	469	3984812	11.8
	"2000"	"2000"	"29 years"	"29"	515	4242525	12.1
	"2000"	"2000"	"30 years"	"30"	500	4289970	11.7
	"2000"	"2000"	"31 years"	"31"	487	4011575	12.1
	"2000"	"2000"	"32 years"	"32"	484	3994121	12.1
	"2000"	"2000"	"33 years"	"33"	470	4026573	11.7
	"2000"	"2000"	"34 years"	"34"	522	4188149	12.5
	"2000"	"2000"	"35 years"	"35"	566	4516118	12.5
	"2000"	"2000"	"36 years"	"36"	634	4511168	14.1
	"2000"	"2000"	"37 years"	"37"	600	4517060	13.3
	"2000"	"2000"	"38 years"	"38"	678	4553814	14.9
	"2000"	"2000"	"39 years"	"39"	651	4608504	14.1
	"2000"	"2000"	"40 years"	"40"	755	4711434	16.0
	"2000"	"2000"	"41 years"	"41"	674	4466676	15.1
	"2000"	"2000"	"42 years"	"42"	703	4547220	15.5
	"2000"	"2000"	"43 years"	"43"	661	4407870	15.0
	"2000"	"2000"	"44 years"	"44"	681	4308663	15.8
	"2000"	"2000"	"45 years"	"45"	655	4341460	15.1
	"2000"	"2000"	"46 years"	"46"	584	4087563	14.3
	"2000"	"2000"	"47 years"	"47"	622	4019692	15.5
	"2000"	"2000"	"48 years"	"48"	574	3885145	14.8
	"2000"	"2000"	"49 years"	"49"	576	3758544	15.3
	"2000"	"2000"	"50 years"	"50"	535	3808515	14.0
	"2000"	"2000"	"51 years"	"51"	543	3616997	15.0
	"2000"	"2000"	"52 years"	"52"	490	3707436	13.2
	"2000"	"2000"	"53 years"	"53"	525	3635040	14.4
	"2000"	"2000"	"54 years"	"54"	387	2817560	13.7
	"2000"	"2000"	"55 years"	"55"	375	2850600	13.2
	"2000"	"2000"	"56 years"	"56"	335	2837452	11.8
	"2000"	"2000"	"57 years"	"57"	368	2864020	12.8
	"2000"	"2000"	"58 years"	"58"	301	2540152	11.8
	"2000"	"2000"	"59 years"	"59"	348	2377013	14.6
	"2000"	"2000"	"60 years"	"60"	260	2319944	11.2
	"2000"	"2000"	"61 years"	"61"	254	2221227	11.4
	"2000"	"2000"	"62 years"	"62"	252	2171072	11.6
	"2000"	"2000"	"63 years"	"63"	239	2053151	11.6
	"2000"	"2000"	"64 years"	"64"	246	2040053	12.1
	"2000"	"2000"	"65 years"	"65"	206	2029911	10.1
	"2000"	"2000"	"66 years"	"66"	191	1860320	10.3
	"2000"	"2000"	"67 years"	"67"	220	1896451	11.6
	"2000"	"2000"	"68 years"	"68"	251	1864515	13.5
	"2000"	"2000"	"69 years"	"69"	216	1882348	11.5
	"2000"	"2000"	"70 years"	"70"	225	1875175	12.0
	"2000"	"2000"	"71 years"	"71"	282	1788269	15.8
	"2000"	"2000"	"72 years"	"72"	255	1791696	14.2
	"2000"	"2000"	"73 years"	"73"	258	1725168	15.0
	"2000"	"2000"	"74 years"	"74"	217	1677133	12.9
	"2000"	"2000"	"75 years"	"75"	269	1651641	16.3
	"2000"	"2000"	"76 years"	"76"	255	1556567	16.4
	"2000"	"2000"	"77 years"	"77"	267	1460781	18.3
	"2000"	"2000"	"78 years"	"78"	231	1431916	16.1
	"2000"	"2000"	"79 years"	"79"	227	1314908	17.3
	"2000"	"2000"	"80 years"	"80"	231	1207365	19.1
	"2000"	"2000"	"81 years"	"81"	178	1072048	16.6
	"2000"	"2000"	"82 years"	"82"	235	981562	23.9
	"2000"	"2000"	"83 years"	"83"	173	883063	19.6
	"2000"	"2000"	"84 years"	"84"	149	801329	18.6
	"2000"	"2000"	"85 years"	"85"	155	Not Applicable	Not Applicable
	"2000"	"2000"	"86 years"	"86"	129	Not Applicable	Not Applicable
	"2000"	"2000"	"87 years"	"87"	125	Not Applicable	Not Applicable
	"2000"	"2000"	"88 years"	"88"	109	Not Applicable	Not Applicable
	"2000"	"2000"	"89 years"	"89"	81	Not Applicable	Not Applicable
	"2000"	"2000"	"90 years"	"90"	67	Not Applicable	Not Applicable
	"2000"	"2000"	"91 years"	"91"	51	Not Applicable	Not Applicable
	"2000"	"2000"	"92 years"	"92"	33	Not Applicable	Not Applicable
	"2000"	"2000"	"93 years"	"93"	36	Not Applicable	Not Applicable
	"2000"	"2000"	"94 years"	"94"	23	Not Applicable	Not Applicable
	"2000"	"2000"	"95 years"	"95"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"96 years"	"96"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"97 years"	"97"	5	Not Applicable	Not Applicable
	"2000"	"2000"	"98 years"	"98"	5	Not Applicable	Not Applicable
	"2000"	"2000"	"99 years"	"99"	5	Not Applicable	Not Applicable
	"2000"	"2000"	"100+ years"	"100"	4	Not Applicable	Not Applicable
	"2000"	"2000"	"Not Stated"	"NS"	7	Not Applicable	Not Applicable
"Total"	"2000"	"2000"			29604	281421906	10.5
	"2001"	"2001"	"8 years"	"8"	3	4099542	Unreliable
	"2001"	"2001"	"9 years"	"9"	4	4179230	Unreliable
	"2001"	"2001"	"10 years"	"10"	3	4277249	Unreliable
	"2001"	"2001"	"11 years"	"11"	24	4344913	0.6
	"2001"	"2001"	"12 years"	"12"	39	4183955	0.9
	"2001"	"2001"	"13 years"	"13"	84	4113191	2.0
	"2001"	"2001"	"14 years"	"14"	123	4059370	3.0
	"2001"	"2001"	"15 years"	"15"	169	4083878	4.1
	"2001"	"2001"	"16 years"	"16"	250	4108304	6.1
	"2001"	"2001"	"17 years"	"17"	334	4028736	8.3
	"2001"	"2001"	"18 years"	"18"	373	4102851	9.1
	"2001"	"2001"	"19 years"	"19"	493	4132515	11.9
	"2001"	"2001"	"20 years"	"20"	437	4156725	10.5
	"2001"	"2001"	"21 years"	"21"	535	4133311	12.9
	"2001"	"2001"	"22 years"	"22"	473	3919316	12.1
	"2001"	"2001"	"23 years"	"23"	441	3798554	11.6
	"2001"	"2001"	"24 years"	"24"	481	3749380	12.8
	"2001"	"2001"	"25 years"	"25"	450	3659719	12.3
	"2001"	"2001"	"26 years"	"26"	470	3768152	12.5
	"2001"	"2001"	"27 years"	"27"	470	3668700	12.8
	"2001"	"2001"	"28 years"	"28"	503	3766129	13.4
	"2001"	"2001"	"29 years"	"29"	508	3956647	12.8
	"2001"	"2001"	"30 years"	"30"	550	4218260	13.0
	"2001"	"2001"	"31 years"	"31"	556	4302689	12.9
	"2001"	"2001"	"32 years"	"32"	505	4082902	12.4
	"2001"	"2001"	"33 years"	"33"	536	4014912	13.4
	"2001"	"2001"	"34 years"	"34"	539	4033412	13.4
	"2001"	"2001"	"35 years"	"35"	584	4161140	14.0
	"2001"	"2001"	"36 years"	"36"	601	4457678	13.5
	"2001"	"2001"	"37 years"	"37"	641	4534648	14.1
	"2001"	"2001"	"38 years"	"38"	656	4529329	14.5
	"2001"	"2001"	"39 years"	"39"	709	4553123	15.6
	"2001"	"2001"	"40 years"	"40"	709	4606601	15.4
	"2001"	"2001"	"41 years"	"41"	704	4700471	15.0
	"2001"	"2001"	"42 years"	"42"	663	4514435	14.7
	"2001"	"2001"	"43 years"	"43"	709	4523433	15.7
	"2001"	"2001"	"44 years"	"44"	691	4470894	15.5
	"2001"	"2001"	"45 years"	"45"	645	4301955	15.0
	"2001"	"2001"	"46 years"	"46"	659	4331582	15.2
	"2001"	"2001"	"47 years"	"47"	705	4152347	17.0
	"2001"	"2001"	"48 years"	"48"	658	4018921	16.4
	"2001"	"2001"	"49 years"	"49"	615	3894178	15.8
	"2001"	"2001"	"50 years"	"50"	611	3796146	16.1
	"2001"	"2001"	"51 years"	"51"	534	3796980	14.1
	"2001"	"2001"	"52 years"	"52"	525	3654405	14.4
	"2001"	"2001"	"53 years"	"53"	523	3631014	14.4
	"2001"	"2001"	"54 years"	"54"	513	3808740	13.5
	"2001"	"2001"	"55 years"	"55"	434	2851092	15.2
	"2001"	"2001"	"56 years"	"56"	396	2846838	13.9
	"2001"	"2001"	"57 years"	"57"	403	2805407	14.4
	"2001"	"2001"	"58 years"	"58"	420	2900132	14.5
	"2001"	"2001"	"59 years"	"59"	349	2565506	13.6
	"2001"	"2001"	"60 years"	"60"	304	2380300	12.8
	"2001"	"2001"	"61 years"	"61"	272	2323707	11.7
	"2001"	"2001"	"62 years"	"62"	270	2213270	12.2
	"2001"	"2001"	"63 years"	"63"	255	2172024	11.7
	"2001"	"2001"	"64 years"	"64"	242	2047019	11.8
	"2001"	"2001"	"65 years"	"65"	236	2012270	11.7
	"2001"	"2001"	"66 years"	"66"	246	2013441	12.2
	"2001"	"2001"	"67 years"	"67"	249	1850485	13.5
	"2001"	"2001"	"68 years"	"68"	229	1852792	12.4
	"2001"	"2001"	"69 years"	"69"	262	1833245	14.3
	"2001"	"2001"	"70 years"	"70"	251	1817859	13.8
	"2001"	"2001"	"71 years"	"71"	260	1844676	14.1
	"2001"	"2001"	"72 years"	"72"	214	1743767	12.3
	"2001"	"2001"	"73 years"	"73"	264	1733630	15.2
	"2001"	"2001"	"74 years"	"74"	245	1682014	14.6
	"2001"	"2001"	"75 years"	"75"	252	1610892	15.6
	"2001"	"2001"	"76 years"	"76"	284	1589103	17.9
	"2001"	"2001"	"77 years"	"77"	250	1503097	16.6
	"2001"	"2001"	"78 years"	"78"	230	1405933	16.4
	"2001"	"2001"	"79 years"	"79"	217	1346388	16.1
	"2001"	"2001"	"80 years"	"80"	239	1254832	19.0
	"2001"	"2001"	"81 years"	"81"	198	1154138	17.2
	"2001"	"2001"	"82 years"	"82"	194	993071	19.5
	"2001"	"2001"	"83 years"	"83"	193	927192	20.8
	"2001"	"2001"	"84 years"	"84"	163	808972	20.1
	"2001"	"2001"	"85 years"	"85"	134	Not Applicable	Not Applicable
	"2001"	"2001"	"86 years"	"86"	113	Not Applicable	Not Applicable
	"2001"	"2001"	"87 years"	"87"	110	Not Applicable	Not Applicable
	"2001"	"2001"	"88 years"	"88"	93	Not Applicable	Not Applicable
	"2001"	"2001"	"89 years"	"89"	94	Not Applicable	Not Applicable
	"2001"	"2001"	"90 years"	"90"	60	Not Applicable	Not Applicable
	"2001"	"2001"	"91 years"	"91"	62	Not Applicable	Not Applicable
	"2001"	"2001"	"92 years"	"92"	38	Not Applicable	Not Applicable
	"2001"	"2001"	"93 years"	"93"	26	Not Applicable	Not Applicable
	"2001"	"2001"	"94 years"	"94"	21	Not Applicable	Not Applicable
	"2001"	"2001"	"95 years"	"95"	11	Not Applicable	Not Applicable
	"2001"	"2001"	"96 years"	"96"	4	Not Applicable	Not Applicable
	"2001"	"2001"	"97 years"	"97"	9	Not Applicable	Not Applicable
	"2001"	"2001"	"98 years"	"98"	3	Not Applicable	Not Applicable
	"2001"	"2001"	"99 years"	"99"	3	Not Applicable	Not Applicable
	"2001"	"2001"	"100+ years"	"100"	4	Not Applicable	Not Applicable
	"2001"	"2001"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
"Total"	"2001"	"2001"			30829	284968955	10.8
	"2002"	"2002"	"8 years"	"8"	3	4020970	Unreliable
	"2002"	"2002"	"9 years"	"9"	1	4118846	Unreliable
	"2002"	"2002"	"10 years"	"10"	16	4243816	Unreliable
	"2002"	"2002"	"11 years"	"11"	22	4295720	0.5
	"2002"	"2002"	"12 years"	"12"	43	4380351	1.0
	"2002"	"2002"	"13 years"	"13"	76	4209025	1.8
	"2002"	"2002"	"14 years"	"14"	103	4132509	2.5
	"2002"	"2002"	"15 years"	"15"	165	4097876	4.0
	"2002"	"2002"	"16 years"	"16"	241	4126961	5.8
	"2002"	"2002"	"17 years"	"17"	305	4148590	7.4
	"2002"	"2002"	"18 years"	"18"	360	4084316	8.8
	"2002"	"2002"	"19 years"	"19"	446	4152627	10.7
	"2002"	"2002"	"20 years"	"20"	461	4158896	11.1
	"2002"	"2002"	"21 years"	"21"	509	4182678	12.2
	"2002"	"2002"	"22 years"	"22"	520	4145736	12.5
	"2002"	"2002"	"23 years"	"23"	498	3936927	12.6
	"2002"	"2002"	"24 years"	"24"	512	3819528	13.4
	"2002"	"2002"	"25 years"	"25"	481	3779169	12.7
	"2002"	"2002"	"26 years"	"26"	444	3669915	12.1
	"2002"	"2002"	"27 years"	"27"	481	3791713	12.7
	"2002"	"2002"	"28 years"	"28"	517	3682001	14.0
	"2002"	"2002"	"29 years"	"29"	506	3768542	13.4
	"2002"	"2002"	"30 years"	"30"	510	3994164	12.8
	"2002"	"2002"	"31 years"	"31"	579	4210913	13.7
	"2002"	"2002"	"32 years"	"32"	469	4330977	10.8
	"2002"	"2002"	"33 years"	"33"	543	4095531	13.3
	"2002"	"2002"	"34 years"	"34"	530	4026721	13.2
	"2002"	"2002"	"35 years"	"35"	542	4050190	13.4
	"2002"	"2002"	"36 years"	"36"	571	4168398	13.7
	"2002"	"2002"	"37 years"	"37"	640	4459389	14.4
	"2002"	"2002"	"38 years"	"38"	684	4538848	15.1
	"2002"	"2002"	"39 years"	"39"	714	4534393	15.7
	"2002"	"2002"	"40 years"	"40"	733	4551912	16.1
	"2002"	"2002"	"41 years"	"41"	780	4610846	16.9
	"2002"	"2002"	"42 years"	"42"	726	4699196	15.4
	"2002"	"2002"	"43 years"	"43"	738	4515522	16.3
	"2002"	"2002"	"44 years"	"44"	752	4511955	16.7
	"2002"	"2002"	"45 years"	"45"	731	4461379	16.4
	"2002"	"2002"	"46 years"	"46"	714	4301101	16.6
	"2002"	"2002"	"47 years"	"47"	720	4330110	16.6
	"2002"	"2002"	"48 years"	"48"	674	4143330	16.3
	"2002"	"2002"	"49 years"	"49"	652	4016368	16.2
	"2002"	"2002"	"50 years"	"50"	646	3881009	16.6
	"2002"	"2002"	"51 years"	"51"	615	3797199	16.2
	"2002"	"2002"	"52 years"	"52"	530	3785188	14.0
	"2002"	"2002"	"53 years"	"53"	510	3650409	14.0
	"2002"	"2002"	"54 years"	"54"	548	3626101	15.1
	"2002"	"2002"	"55 years"	"55"	503	3788111	13.3
	"2002"	"2002"	"56 years"	"56"	453	2846712	15.9
	"2002"	"2002"	"57 years"	"57"	414	2833628	14.6
	"2002"	"2002"	"58 years"	"58"	394	2792832	14.1
	"2002"	"2002"	"59 years"	"59"	437	2881784	15.2
	"2002"	"2002"	"60 years"	"60"	331	2540735	13.0
	"2002"	"2002"	"61 years"	"61"	304	2370358	12.8
	"2002"	"2002"	"62 years"	"62"	295	2306156	12.8
	"2002"	"2002"	"63 years"	"63"	277	2195850	12.6
	"2002"	"2002"	"64 years"	"64"	241	2147166	11.2
	"2002"	"2002"	"65 years"	"65"	258	2025379	12.7
	"2002"	"2002"	"66 years"	"66"	221	1986541	11.1
	"2002"	"2002"	"67 years"	"67"	253	1986526	12.7
	"2002"	"2002"	"68 years"	"68"	233	1821142	12.8
	"2002"	"2002"	"69 years"	"69"	238	1818893	13.1
	"2002"	"2002"	"70 years"	"70"	258	1792760	14.4
	"2002"	"2002"	"71 years"	"71"	244	1782107	13.7
	"2002"	"2002"	"72 years"	"72"	272	1797946	15.1
	"2002"	"2002"	"73 years"	"73"	267	1697450	15.7
	"2002"	"2002"	"74 years"	"74"	239	1679791	14.2
	"2002"	"2002"	"75 years"	"75"	253	1620812	15.6
	"2002"	"2002"	"76 years"	"76"	278	1554475	17.9
	"2002"	"2002"	"77 years"	"77"	240	1522890	15.8
	"2002"	"2002"	"78 years"	"78"	233	1436185	16.2
	"2002"	"2002"	"79 years"	"79"	239	1336099	17.9
	"2002"	"2002"	"80 years"	"80"	245	1269310	19.3
	"2002"	"2002"	"81 years"	"81"	219	1180698	18.5
	"2002"	"2002"	"82 years"	"82"	228	1075053	21.2
	"2002"	"2002"	"83 years"	"83"	169	919945	18.4
	"2002"	"2002"	"84 years"	"84"	177	849397	20.8
	"2002"	"2002"	"85 years"	"85"	129	Not Applicable	Not Applicable
	"2002"	"2002"	"86 years"	"86"	139	Not Applicable	Not Applicable
	"2002"	"2002"	"87 years"	"87"	115	Not Applicable	Not Applicable
	"2002"	"2002"	"88 years"	"88"	101	Not Applicable	Not Applicable
	"2002"	"2002"	"89 years"	"89"	97	Not Applicable	Not Applicable
	"2002"	"2002"	"90 years"	"90"	68	Not Applicable	Not Applicable
	"2002"	"2002"	"91 years"	"91"	56	Not Applicable	Not Applicable
	"2002"	"2002"	"92 years"	"92"	41	Not Applicable	Not Applicable
	"2002"	"2002"	"93 years"	"93"	30	Not Applicable	Not Applicable
	"2002"	"2002"	"94 years"	"94"	23	Not Applicable	Not Applicable
	"2002"	"2002"	"95 years"	"95"	15	Not Applicable	Not Applicable
	"2002"	"2002"	"96 years"	"96"	12	Not Applicable	Not Applicable
	"2002"	"2002"	"97 years"	"97"	10	Not Applicable	Not Applicable
	"2002"	"2002"	"98 years"	"98"	3	Not Applicable	Not Applicable
	"2002"	"2002"	"99 years"	"99"	7	Not Applicable	Not Applicable
	"2002"	"2002"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2002"	"2002"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
"Total"	"2002"	"2002"			31831	287625193	11.1
	"2003"	"2003"	"5 years"	"5"	1	3823568	Unreliable
	"2003"	"2003"	"9 years"	"9"	5	4044265	Unreliable
	"2003"	"2003"	"10 years"	"10"	9	4205042	Unreliable
	"2003"	"2003"	"11 years"	"11"	15	4254047	Unreliable
	"2003"	"2003"	"12 years"	"12"	38	4332987	0.9
	"2003"	"2003"	"13 years"	"13"	68	4401393	1.5
	"2003"	"2003"	"14 years"	"14"	114	4221884	2.7
	"2003"	"2003"	"15 years"	"15"	164	4172654	3.9
	"2003"	"2003"	"16 years"	"16"	231	4139141	5.6
	"2003"	"2003"	"17 years"	"17"	278	4160313	6.7
	"2003"	"2003"	"18 years"	"18"	369	4201835	8.8
	"2003"	"2003"	"19 years"	"19"	452	4123223	11.0
	"2003"	"2003"	"20 years"	"20"	489	4156877	11.8
	"2003"	"2003"	"21 years"	"21"	538	4167554	12.9
	"2003"	"2003"	"22 years"	"22"	492	4175294	11.8
	"2003"	"2003"	"23 years"	"23"	513	4147777	12.4
	"2003"	"2003"	"24 years"	"24"	474	3944186	12.0
	"2003"	"2003"	"25 years"	"25"	450	3842468	11.7
	"2003"	"2003"	"26 years"	"26"	463	3771710	12.3
	"2003"	"2003"	"27 years"	"27"	449	3688646	12.2
	"2003"	"2003"	"28 years"	"28"	447	3794838	11.8
	"2003"	"2003"	"29 years"	"29"	471	3673923	12.8
	"2003"	"2003"	"30 years"	"30"	503	3813536	13.2
	"2003"	"2003"	"31 years"	"31"	531	3973726	13.4
	"2003"	"2003"	"32 years"	"32"	610	4245067	14.4
	"2003"	"2003"	"33 years"	"33"	563	4337299	13.0
	"2003"	"2003"	"34 years"	"34"	589	4102582	14.4
	"2003"	"2003"	"35 years"	"35"	540	4042650	13.4
	"2003"	"2003"	"36 years"	"36"	529	4051962	13.1
	"2003"	"2003"	"37 years"	"37"	613	4165007	14.7
	"2003"	"2003"	"38 years"	"38"	634	4462051	14.2
	"2003"	"2003"	"39 years"	"39"	652	4542489	14.4
	"2003"	"2003"	"40 years"	"40"	687	4529389	15.2
	"2003"	"2003"	"41 years"	"41"	741	4556844	16.3
	"2003"	"2003"	"42 years"	"42"	735	4606465	16.0
	"2003"	"2003"	"43 years"	"43"	754	4699388	16.0
	"2003"	"2003"	"44 years"	"44"	742	4497961	16.5
	"2003"	"2003"	"45 years"	"45"	727	4499971	16.2
	"2003"	"2003"	"46 years"	"46"	719	4462427	16.1
	"2003"	"2003"	"47 years"	"47"	678	4300483	15.8
	"2003"	"2003"	"48 years"	"48"	674	4317939	15.6
	"2003"	"2003"	"49 years"	"49"	699	4141856	16.9
	"2003"	"2003"	"50 years"	"50"	655	3998812	16.4
	"2003"	"2003"	"51 years"	"51"	641	3886144	16.5
	"2003"	"2003"	"52 years"	"52"	593	3782009	15.7
	"2003"	"2003"	"53 years"	"53"	562	3783390	14.9
	"2003"	"2003"	"54 years"	"54"	558	3646923	15.3
	"2003"	"2003"	"55 years"	"55"	506	3601691	14.0
	"2003"	"2003"	"56 years"	"56"	537	3785668	14.2
	"2003"	"2003"	"57 years"	"57"	424	2831596	15.0
	"2003"	"2003"	"58 years"	"58"	457	2821608	16.2
	"2003"	"2003"	"59 years"	"59"	409	2773994	14.7
	"2003"	"2003"	"60 years"	"60"	382	2849408	13.4
